               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018411,            0.013529,           0.0050043,             0.96516,             0.96872,             0.98369,             0.81142,            0.014126,           0.0088093,           0.0023583,            0.005116,            0.005116,            0.005116
                 150,            0.019587,            0.013654,           0.0051945,             0.97172,             0.96202,             0.98282,              0.8177,            0.013786,           0.0087431,           0.0023074,            0.005083,            0.005083,            0.005083
                 151,            0.019058,              0.0135,           0.0056041,             0.95967,             0.97147,             0.98401,              0.8241,            0.013224,           0.0087536,            0.002463,             0.00505,             0.00505,             0.00505
                 152,            0.019086,            0.013718,           0.0056794,             0.95925,             0.96514,             0.97668,             0.81184,            0.013226,           0.0089227,           0.0027129,            0.005017,            0.005017,            0.005017
                 153,            0.018586,             0.01363,           0.0046577,              0.9618,             0.97094,             0.98511,             0.82044,            0.013577,           0.0087223,           0.0024214,            0.004984,            0.004984,            0.004984
                 154,            0.018511,             0.01335,           0.0051271,             0.96053,             0.96962,             0.98231,             0.81764,            0.013835,           0.0087743,           0.0024588,            0.004951,            0.004951,            0.004951
                 155,            0.018503,            0.013793,            0.005471,              0.9577,             0.97479,             0.98441,             0.81836,            0.013744,            0.008799,           0.0027385,            0.004918,            0.004918,            0.004918
                 156,             0.01831,            0.013315,           0.0044443,             0.95971,             0.96554,             0.97773,             0.81267,            0.013607,            0.008944,           0.0024861,            0.004885,            0.004885,            0.004885
                 157,            0.018324,            0.013102,            0.004932,             0.95831,             0.96788,             0.97928,             0.81198,            0.013315,           0.0088767,            0.002602,            0.004852,            0.004852,            0.004852
                 158,            0.017996,            0.013096,           0.0047462,             0.97494,             0.95858,             0.98498,             0.81411,            0.013849,           0.0087475,           0.0023678,            0.004819,            0.004819,            0.004819
                 159,            0.018908,            0.013484,           0.0048372,             0.95799,             0.97316,             0.98327,             0.81293,            0.013594,           0.0087417,           0.0024985,            0.004786,            0.004786,            0.004786
                 160,            0.018284,            0.013581,           0.0049795,             0.96507,             0.96982,             0.98291,             0.81864,            0.013352,           0.0086346,            0.002798,            0.004753,            0.004753,            0.004753
                 161,            0.018191,            0.013292,           0.0047962,             0.96967,             0.97087,             0.98621,             0.82307,            0.013156,           0.0086199,           0.0023304,             0.00472,             0.00472,             0.00472
                 162,            0.017952,            0.013203,           0.0049024,             0.96464,             0.97305,              0.9865,             0.81982,            0.013039,           0.0088051,           0.0023698,            0.004687,            0.004687,            0.004687
                 163,            0.017804,            0.013004,           0.0039659,             0.96571,             0.97248,               0.986,             0.82349,            0.012762,            0.008771,           0.0021178,            0.004654,            0.004654,            0.004654
                 164,             0.01847,            0.013446,           0.0045514,             0.96957,             0.96553,              0.9834,             0.82253,             0.01362,           0.0085688,           0.0019922,            0.004621,            0.004621,            0.004621
                 165,            0.017554,            0.013122,           0.0038478,             0.96615,             0.96977,             0.98447,             0.82607,            0.013851,           0.0087276,           0.0023006,            0.004588,            0.004588,            0.004588
                 166,            0.018199,            0.013304,           0.0046961,             0.96034,             0.96521,             0.98345,             0.81897,            0.013408,           0.0088952,            0.002739,            0.004555,            0.004555,            0.004555
                 167,            0.017581,             0.01319,           0.0047439,             0.97302,             0.96875,             0.98631,             0.81909,            0.013584,           0.0087236,           0.0021088,            0.004522,            0.004522,            0.004522
                 168,            0.018422,            0.013332,           0.0052231,             0.96407,             0.97804,              0.9844,             0.81315,            0.013121,           0.0086433,           0.0022756,            0.004489,            0.004489,            0.004489
                 169,            0.018221,            0.013535,           0.0040243,             0.95949,             0.97367,             0.98272,             0.81139,            0.013368,           0.0088179,           0.0025169,            0.004456,            0.004456,            0.004456
                 170,            0.018172,            0.013089,           0.0047157,             0.96988,             0.97227,             0.98264,               0.818,             0.01342,           0.0086781,           0.0023881,            0.004423,            0.004423,            0.004423
                 171,            0.018259,            0.013425,           0.0042303,             0.96282,             0.97538,             0.98521,             0.81855,            0.013094,            0.008678,           0.0025092,             0.00439,             0.00439,             0.00439
                 172,            0.017721,            0.013074,           0.0043252,             0.97192,             0.96997,             0.98521,             0.81729,            0.013259,           0.0085615,           0.0023112,            0.004357,            0.004357,            0.004357
                 173,             0.01765,            0.013301,           0.0044028,             0.96849,              0.9691,              0.9827,             0.82009,            0.013231,           0.0085368,           0.0023274,            0.004324,            0.004324,            0.004324
                 174,            0.017884,            0.013011,           0.0042468,             0.96831,             0.96243,             0.98379,             0.81848,            0.013388,           0.0084716,           0.0023838,            0.004291,            0.004291,            0.004291
                 175,             0.01763,            0.012865,           0.0039684,             0.96066,             0.97274,             0.98479,             0.82292,            0.013345,           0.0085398,           0.0025344,            0.004258,            0.004258,            0.004258
                 176,            0.017576,            0.013153,           0.0038212,             0.97347,             0.96277,             0.98492,             0.82501,            0.013553,           0.0085208,           0.0023675,            0.004225,            0.004225,            0.004225
                 177,            0.017607,            0.012799,           0.0041328,             0.96485,             0.95794,             0.98168,             0.81938,            0.013531,           0.0084878,           0.0025847,            0.004192,            0.004192,            0.004192
                 178,            0.017153,            0.013039,           0.0043827,             0.96543,             0.96031,             0.98065,             0.81961,            0.012614,           0.0083501,           0.0025067,            0.004159,            0.004159,            0.004159
                 179,             0.01744,            0.012993,           0.0045326,              0.9702,             0.96584,             0.98495,             0.82232,            0.013475,            0.008705,              0.0022,            0.004126,            0.004126,            0.004126
                 180,             0.01775,            0.013058,           0.0046068,             0.96997,             0.97239,             0.98484,             0.82443,             0.01328,           0.0086644,           0.0022195,            0.004093,            0.004093,            0.004093
                 181,            0.017157,            0.012907,           0.0044379,             0.95443,             0.97986,             0.98215,             0.81883,            0.013613,            0.008805,           0.0025398,             0.00406,             0.00406,             0.00406
                 182,            0.017271,            0.012796,            0.004748,             0.94573,             0.97845,             0.98151,             0.81948,            0.013656,           0.0088329,           0.0027008,            0.004027,            0.004027,            0.004027
                 183,             0.01741,             0.01278,           0.0047134,             0.96049,             0.97503,             0.98253,             0.81756,            0.013298,           0.0088023,           0.0027924,            0.003994,            0.003994,            0.003994
                 184,            0.017254,            0.012803,           0.0037788,             0.95975,             0.97452,             0.98308,             0.82195,            0.013312,            0.008796,           0.0026007,            0.003961,            0.003961,            0.003961
                 185,            0.017139,            0.012656,           0.0041485,             0.97254,             0.97023,             0.98496,             0.82171,            0.013273,           0.0086914,           0.0023078,            0.003928,            0.003928,            0.003928
                 186,            0.017075,            0.012789,            0.004159,             0.96856,             0.97357,             0.98542,             0.82281,            0.013378,           0.0087769,           0.0022679,            0.003895,            0.003895,            0.003895
                 187,            0.017716,             0.01268,           0.0038737,             0.97207,             0.96253,             0.98539,             0.82365,            0.012942,           0.0086535,           0.0023676,            0.003862,            0.003862,            0.003862
                 188,            0.017307,            0.012563,           0.0045975,             0.96175,             0.97482,             0.98384,             0.82383,            0.013202,           0.0087559,           0.0021125,            0.003829,            0.003829,            0.003829
                 189,            0.017914,            0.012666,           0.0037675,             0.96978,             0.97281,             0.98481,             0.82088,            0.013298,           0.0085766,           0.0020883,            0.003796,            0.003796,            0.003796
                 190,            0.016938,            0.012924,           0.0039538,              0.9735,             0.97225,              0.9857,             0.82438,            0.013382,           0.0085354,           0.0022082,            0.003763,            0.003763,            0.003763
                 191,            0.016776,            0.012881,           0.0037449,             0.97202,             0.97782,             0.98545,             0.82416,            0.013354,           0.0085454,           0.0020852,             0.00373,             0.00373,             0.00373
                 192,            0.016945,            0.012556,           0.0037224,             0.96095,             0.97407,               0.984,              0.8247,            0.013289,            0.008665,           0.0022174,            0.003697,            0.003697,            0.003697
                 193,            0.016597,             0.01271,           0.0033468,             0.96564,             0.97185,             0.98434,             0.82326,            0.013561,           0.0085688,           0.0022532,            0.003664,            0.003664,            0.003664
                 194,            0.016697,            0.012492,            0.003705,             0.97004,             0.97225,             0.98375,             0.82667,            0.013457,           0.0084649,           0.0021717,            0.003631,            0.003631,            0.003631
                 195,            0.016857,            0.012446,           0.0037201,              0.9661,              0.9765,             0.98507,             0.82621,             0.01348,           0.0084799,           0.0021057,            0.003598,            0.003598,            0.003598
                 196,             0.01682,            0.012572,           0.0038786,             0.97317,             0.97498,               0.985,             0.82712,            0.013287,           0.0085751,           0.0019994,            0.003565,            0.003565,            0.003565
                 197,            0.016451,            0.012657,           0.0043421,             0.97131,             0.97694,             0.98486,             0.82752,             0.01329,           0.0085221,           0.0020108,            0.003532,            0.003532,            0.003532
                 198,            0.016707,            0.012617,           0.0039125,             0.97125,             0.96527,             0.98251,             0.82611,            0.013512,           0.0085529,           0.0023799,            0.003499,            0.003499,            0.003499
                 199,            0.016588,            0.012815,           0.0036968,             0.96167,             0.96825,             0.97938,             0.82422,            0.013445,           0.0085396,           0.0026712,            0.003466,            0.003466,            0.003466
                 200,             0.01678,            0.012699,           0.0038663,             0.97149,             0.97408,             0.98063,               0.823,            0.013474,           0.0087855,           0.0025777,            0.003433,            0.003433,            0.003433
                 201,            0.016845,            0.012432,           0.0038311,              0.9752,              0.9767,             0.98268,             0.82398,            0.013413,           0.0087563,           0.0022466,              0.0034,              0.0034,              0.0034
                 202,            0.016876,            0.012729,           0.0043091,             0.97535,             0.97297,             0.98448,             0.82628,             0.01342,           0.0087251,           0.0022266,            0.003367,            0.003367,            0.003367
                 203,            0.016633,            0.012486,           0.0033762,             0.97791,             0.96841,             0.98475,             0.82619,            0.013034,            0.008484,            0.002272,            0.003334,            0.003334,            0.003334
                 204,            0.016159,            0.012505,            0.003665,             0.97097,             0.97438,             0.98453,              0.8241,            0.013143,           0.0084891,           0.0022785,            0.003301,            0.003301,            0.003301
                 205,            0.016287,            0.012095,            0.003695,             0.96924,             0.97549,             0.98533,             0.82488,            0.013497,           0.0086467,           0.0020892,            0.003268,            0.003268,            0.003268
                 206,            0.016648,            0.012569,           0.0039624,             0.96288,             0.97882,              0.9833,             0.82173,            0.013718,           0.0086728,           0.0021892,            0.003235,            0.003235,            0.003235
                 207,            0.016209,            0.012066,           0.0034034,             0.95744,             0.97251,              0.9819,              0.8264,            0.013667,           0.0087538,           0.0023408,            0.003202,            0.003202,            0.003202
                 208,            0.016511,            0.012675,           0.0037142,             0.96972,             0.97148,             0.98487,             0.82639,            0.013559,           0.0087703,           0.0020897,            0.003169,            0.003169,            0.003169
                 209,              0.0164,            0.012176,           0.0031863,             0.97705,              0.9662,             0.98446,             0.82855,            0.013292,           0.0088436,           0.0020048,            0.003136,            0.003136,            0.003136
                 210,            0.015901,            0.012185,           0.0031625,             0.97482,             0.96114,             0.98261,             0.82809,            0.013364,           0.0089296,           0.0020983,            0.003103,            0.003103,            0.003103
                 211,            0.016287,            0.012124,           0.0033633,             0.96538,             0.96756,             0.98282,             0.82627,            0.013362,           0.0089245,           0.0022513,             0.00307,             0.00307,             0.00307
                 212,            0.016044,            0.012558,           0.0027425,             0.95995,             0.96802,             0.98185,             0.82611,            0.013454,           0.0088812,           0.0026407,            0.003037,            0.003037,            0.003037
                 213,            0.016182,            0.012149,           0.0035528,             0.96184,             0.96829,             0.98238,             0.82659,            0.013524,           0.0088052,           0.0027127,            0.003004,            0.003004,            0.003004
                 214,            0.015555,            0.011888,           0.0031643,             0.95926,             0.97165,             0.98305,              0.8332,            0.013328,           0.0087236,           0.0026126,            0.002971,            0.002971,            0.002971
                 215,            0.015799,            0.012023,           0.0035704,              0.9508,             0.96762,             0.98307,             0.82889,            0.013289,           0.0088339,           0.0024928,            0.002938,            0.002938,            0.002938
                 216,            0.015794,             0.01199,           0.0035675,             0.96413,             0.96346,             0.98391,             0.82613,            0.013248,           0.0087965,           0.0022148,            0.002905,            0.002905,            0.002905
                 217,             0.01608,            0.012082,           0.0031381,              0.9665,             0.97278,              0.9845,             0.82116,            0.013334,           0.0087658,           0.0021183,            0.002872,            0.002872,            0.002872
                 218,            0.015765,            0.012251,           0.0033796,             0.95806,             0.97059,             0.98337,             0.82583,            0.013393,           0.0087767,           0.0022661,            0.002839,            0.002839,            0.002839
                 219,            0.015747,             0.01204,           0.0030969,             0.96185,             0.96871,             0.98299,             0.82688,            0.013455,            0.008812,           0.0021347,            0.002806,            0.002806,            0.002806
                 220,            0.016106,            0.011991,           0.0037957,             0.96354,             0.97122,             0.98222,             0.82479,            0.013397,           0.0087818,           0.0023227,            0.002773,            0.002773,            0.002773
                 221,            0.016002,            0.012475,           0.0036877,             0.96711,             0.96449,             0.98177,             0.82703,            0.013306,           0.0089435,           0.0023246,             0.00274,             0.00274,             0.00274
                 222,            0.015796,             0.01181,           0.0033058,             0.97098,             0.96636,             0.98251,             0.82684,             0.01348,           0.0089028,           0.0023796,            0.002707,            0.002707,            0.002707
                 223,              0.0156,            0.011915,           0.0029664,             0.97269,             0.95989,              0.9826,             0.82876,            0.013364,           0.0089779,           0.0022491,            0.002674,            0.002674,            0.002674
                 224,             0.01596,            0.011899,           0.0032592,             0.96095,             0.96405,             0.98245,             0.82187,            0.013579,           0.0091152,           0.0021821,            0.002641,            0.002641,            0.002641
                 225,            0.015903,             0.01203,           0.0030857,             0.95658,             0.97229,             0.98236,             0.82013,            0.013504,           0.0089571,           0.0023587,            0.002608,            0.002608,            0.002608
                 226,            0.015669,            0.011968,           0.0029894,             0.96584,             0.97026,             0.98235,             0.82735,            0.013197,           0.0089971,           0.0024854,            0.002575,            0.002575,            0.002575
                 227,            0.015757,            0.012322,           0.0033647,             0.96321,             0.96923,             0.98276,              0.8288,            0.013179,           0.0089076,           0.0026104,            0.002542,            0.002542,            0.002542
                 228,            0.015771,            0.011707,           0.0031605,             0.96706,             0.96964,             0.98186,             0.82818,            0.013276,           0.0088386,           0.0027051,            0.002509,            0.002509,            0.002509
                 229,            0.015373,            0.011932,           0.0033232,             0.96264,             0.96974,             0.98299,              0.8242,            0.013388,           0.0089061,           0.0027568,            0.002476,            0.002476,            0.002476
                 230,             0.01528,             0.01166,           0.0030299,             0.96336,             0.96945,             0.98286,             0.82519,            0.013506,           0.0089651,           0.0026367,            0.002443,            0.002443,            0.002443
                 231,            0.015539,            0.011941,            0.003155,             0.96688,             0.97266,             0.98307,             0.82909,            0.013529,           0.0089366,           0.0023243,             0.00241,             0.00241,             0.00241
                 232,            0.015337,            0.011906,           0.0036007,             0.96937,             0.96859,             0.98233,             0.82772,            0.013415,           0.0089448,           0.0022362,            0.002377,            0.002377,            0.002377
                 233,            0.015178,            0.011687,           0.0030528,             0.96695,             0.97202,              0.9828,             0.82819,            0.013381,           0.0089378,           0.0022056,            0.002344,            0.002344,            0.002344
                 234,            0.014997,            0.011763,            0.003107,             0.96441,              0.9694,             0.98203,             0.82269,            0.013404,           0.0089522,           0.0024212,            0.002311,            0.002311,            0.002311
                 235,            0.015338,             0.01176,           0.0028391,             0.96108,             0.96515,             0.98059,             0.82236,            0.013442,           0.0089199,           0.0025662,            0.002278,            0.002278,            0.002278
                 236,            0.014422,            0.011399,           0.0028648,             0.96712,             0.96934,             0.98128,             0.82152,            0.013497,           0.0088543,           0.0024158,            0.002245,            0.002245,            0.002245
                 237,            0.015097,            0.011876,           0.0027054,             0.97064,             0.96974,             0.98219,             0.82473,            0.013362,           0.0088483,            0.002305,            0.002212,            0.002212,            0.002212
                 238,            0.015316,            0.011736,           0.0028769,             0.96859,             0.97197,             0.98278,             0.82118,            0.013309,           0.0088421,            0.002259,            0.002179,            0.002179,            0.002179
                 239,            0.014877,            0.011576,           0.0028378,             0.96323,             0.97538,             0.98304,             0.82266,            0.013127,           0.0088387,           0.0022567,            0.002146,            0.002146,            0.002146
                 240,            0.014926,            0.011763,           0.0029005,             0.95968,             0.97195,             0.98141,             0.82116,            0.013164,           0.0087973,           0.0023902,            0.002113,            0.002113,            0.002113
                 241,            0.015538,            0.011889,           0.0031628,             0.96098,             0.96735,             0.98174,             0.82343,            0.013138,           0.0087351,           0.0025999,             0.00208,             0.00208,             0.00208
                 242,            0.015151,            0.011728,           0.0032748,             0.96556,              0.9634,              0.9815,             0.82373,            0.013205,           0.0087386,           0.0025946,            0.002047,            0.002047,            0.002047
                 243,            0.015165,            0.011362,           0.0033349,               0.965,             0.96706,             0.98171,             0.82336,            0.012967,           0.0087331,           0.0024977,            0.002014,            0.002014,            0.002014
                 244,            0.015271,            0.011584,            0.003139,              0.9613,             0.97022,             0.98284,             0.82723,            0.013088,           0.0086708,           0.0024218,            0.001981,            0.001981,            0.001981
                 245,             0.01513,            0.011507,           0.0026033,             0.96523,             0.96847,             0.98266,             0.82735,            0.013235,           0.0086897,           0.0024588,            0.001948,            0.001948,            0.001948
                 246,            0.014646,            0.011632,           0.0028719,             0.96868,             0.97321,             0.98248,             0.82874,            0.013234,            0.008684,           0.0025341,            0.001915,            0.001915,            0.001915
                 247,            0.014492,            0.011577,           0.0026307,              0.9718,             0.96926,             0.98193,             0.82797,            0.013068,           0.0087512,           0.0026533,            0.001882,            0.001882,            0.001882
                 248,            0.014541,            0.011481,            0.002796,             0.97144,             0.96893,              0.9815,             0.82521,            0.013169,           0.0088834,           0.0026769,            0.001849,            0.001849,            0.001849
                 249,             0.01463,            0.011464,           0.0024907,             0.97222,             0.96915,             0.98053,             0.82554,            0.013144,           0.0089092,            0.002737,            0.001816,            0.001816,            0.001816
                 250,             0.01486,            0.011585,           0.0029194,             0.96783,              0.9684,              0.9813,             0.82873,            0.013262,           0.0089618,           0.0026711,            0.001783,            0.001783,            0.001783
                 251,            0.014413,             0.01141,           0.0027569,             0.96784,             0.96652,             0.98105,             0.82743,             0.01327,            0.008879,           0.0024704,             0.00175,             0.00175,             0.00175
                 252,            0.014544,            0.011311,           0.0025477,             0.96902,             0.96661,             0.98182,              0.8265,            0.013258,           0.0088511,            0.002443,            0.001717,            0.001717,            0.001717
                 253,            0.014754,            0.011391,           0.0026933,             0.96763,             0.96341,             0.98172,             0.82773,            0.013268,           0.0089435,           0.0024975,            0.001684,            0.001684,            0.001684
                 254,            0.014862,            0.011558,           0.0026674,             0.96527,             0.96661,              0.9816,             0.82902,            0.013306,           0.0089282,           0.0025153,            0.001651,            0.001651,            0.001651
                 255,            0.014735,            0.011424,           0.0030156,             0.96761,             0.96356,             0.98238,             0.82919,            0.013153,           0.0088314,           0.0026033,            0.001618,            0.001618,            0.001618
                 256,            0.014169,            0.011203,           0.0027421,              0.9672,             0.96657,             0.98174,             0.83127,            0.013033,           0.0087788,           0.0025761,            0.001585,            0.001585,            0.001585
                 257,            0.014506,            0.011251,           0.0025228,             0.96621,             0.96619,             0.98094,             0.82825,            0.013053,            0.008817,           0.0025504,            0.001552,            0.001552,            0.001552
                 258,            0.014492,             0.01121,           0.0026461,             0.96665,             0.96768,             0.98149,             0.82908,            0.013154,            0.008821,           0.0025428,            0.001519,            0.001519,            0.001519
                 259,            0.014442,            0.010975,           0.0026953,             0.97027,             0.96326,             0.98116,             0.82703,             0.01322,           0.0088222,           0.0026149,            0.001486,            0.001486,            0.001486
                 260,            0.014115,            0.011372,           0.0029179,             0.96606,              0.9631,              0.9782,             0.82382,            0.013253,           0.0089152,           0.0026858,            0.001453,            0.001453,            0.001453
                 261,            0.014075,            0.011251,           0.0024862,             0.96588,             0.95974,             0.97843,             0.82654,             0.01335,           0.0090087,           0.0027625,             0.00142,             0.00142,             0.00142
                 262,            0.014012,            0.011172,           0.0024589,             0.96089,             0.96754,             0.97907,             0.82728,             0.01335,           0.0090352,           0.0027927,            0.001387,            0.001387,            0.001387
                 263,            0.014179,             0.01127,           0.0022527,             0.96294,             0.96879,             0.97932,             0.82573,            0.013314,           0.0090485,           0.0027127,            0.001354,            0.001354,            0.001354
                 264,            0.014035,            0.011247,           0.0022321,             0.96154,             0.96718,             0.97922,             0.82627,            0.013319,           0.0090319,            0.002742,            0.001321,            0.001321,            0.001321
                 265,            0.013835,            0.011089,           0.0022352,             0.96219,             0.96604,             0.98004,             0.82952,            0.013293,           0.0090353,           0.0026216,            0.001288,            0.001288,            0.001288
                 266,            0.014126,            0.011312,           0.0023613,             0.96225,             0.96645,             0.98055,             0.82945,            0.013301,           0.0090318,           0.0025627,            0.001255,            0.001255,            0.001255
                 267,            0.013704,            0.011055,           0.0026246,             0.96724,              0.9652,             0.98021,             0.82857,            0.013316,            0.009078,           0.0025603,            0.001222,            0.001222,            0.001222
                 268,             0.01389,            0.010982,           0.0023597,             0.96647,             0.96667,             0.97956,             0.82751,            0.013212,           0.0091437,           0.0025509,            0.001189,            0.001189,            0.001189
                 269,            0.013482,            0.010973,           0.0021848,             0.96085,             0.97156,             0.97947,              0.8296,             0.01316,            0.009153,           0.0025434,            0.001156,            0.001156,            0.001156
                 270,             0.01395,             0.01135,           0.0028784,             0.96362,             0.97142,             0.98006,             0.83053,            0.013093,           0.0092107,           0.0025353,            0.001123,            0.001123,            0.001123
                 271,            0.013532,            0.011022,           0.0020602,             0.96494,             0.97264,             0.98043,             0.83124,            0.013176,           0.0092133,           0.0025158,             0.00109,             0.00109,             0.00109
                 272,            0.013383,            0.010985,           0.0023804,             0.96715,             0.96763,             0.97996,             0.83049,            0.013202,           0.0092434,           0.0025006,            0.001057,            0.001057,            0.001057
                 273,             0.01387,            0.011073,           0.0024561,             0.96278,             0.97018,             0.98041,             0.83253,            0.013207,           0.0092381,           0.0024903,            0.001024,            0.001024,            0.001024
                 274,            0.013765,            0.010905,           0.0026522,             0.96984,             0.96837,             0.98098,             0.83336,            0.013287,           0.0091842,           0.0025103,            0.000991,            0.000991,            0.000991
                 275,            0.013785,            0.010935,             0.00227,              0.9677,             0.97126,             0.98132,             0.83407,            0.013331,           0.0091486,           0.0025234,            0.000958,            0.000958,            0.000958
                 276,            0.014211,            0.011153,           0.0030596,             0.96892,             0.97007,             0.98139,              0.8333,            0.013317,            0.009108,           0.0025611,            0.000925,            0.000925,            0.000925
                 277,            0.013548,             0.01087,           0.0021382,             0.96809,             0.97203,             0.98145,              0.8341,            0.013321,           0.0090724,           0.0026072,            0.000892,            0.000892,            0.000892
                 278,            0.013409,            0.010804,            0.002259,             0.96806,              0.9733,             0.98113,             0.83205,            0.013335,           0.0090754,           0.0026526,            0.000859,            0.000859,            0.000859
                 279,            0.013758,            0.011124,           0.0021595,             0.96834,              0.9718,             0.98154,             0.83417,             0.01335,           0.0090823,           0.0026916,            0.000826,            0.000826,            0.000826
                 280,            0.013877,            0.010971,           0.0025273,              0.9705,             0.97037,             0.98199,             0.83439,            0.013328,           0.0090975,           0.0027554,            0.000793,            0.000793,            0.000793
                 281,            0.013821,            0.010927,           0.0026773,             0.97089,             0.96454,             0.98041,             0.83421,            0.013295,           0.0091216,           0.0027727,             0.00076,             0.00076,             0.00076
                 282,            0.013236,            0.010768,           0.0020939,             0.96837,               0.967,             0.98056,             0.83538,            0.013228,           0.0091102,           0.0027598,            0.000727,            0.000727,            0.000727
                 283,            0.013336,            0.010746,           0.0021915,             0.96687,             0.96593,             0.98059,             0.83428,            0.013177,            0.009075,           0.0027714,            0.000694,            0.000694,            0.000694
                 284,            0.013514,            0.010793,            0.002181,             0.96895,             0.96803,              0.9828,             0.83569,            0.013143,           0.0090539,           0.0028437,            0.000661,            0.000661,            0.000661
                 285,            0.013103,            0.010717,           0.0026886,             0.96776,             0.96683,             0.98269,             0.83658,            0.013154,           0.0090305,           0.0029354,            0.000628,            0.000628,            0.000628
                 286,            0.013403,             0.01079,           0.0026466,             0.96821,             0.96551,             0.98273,             0.83705,            0.013135,           0.0090044,           0.0029435,            0.000595,            0.000595,            0.000595
                 287,            0.012889,             0.01062,           0.0018754,             0.96603,              0.9658,              0.9829,             0.83646,            0.013139,           0.0089964,           0.0029308,            0.000562,            0.000562,            0.000562
                 288,             0.01329,            0.010864,           0.0025651,             0.96631,             0.96685,             0.98296,             0.83824,            0.013116,           0.0090025,           0.0029218,            0.000529,            0.000529,            0.000529
                 289,            0.013227,            0.010718,           0.0022593,             0.96896,             0.96529,             0.98276,             0.83814,            0.013124,           0.0090071,           0.0029109,            0.000496,            0.000496,            0.000496
                 290,            0.013224,            0.010588,           0.0017279,             0.96983,             0.96558,             0.98263,             0.83606,            0.013094,           0.0090158,           0.0029081,            0.000463,            0.000463,            0.000463
                 291,            0.013245,            0.010591,           0.0017794,             0.96907,             0.96502,             0.98196,             0.83545,            0.013101,           0.0090397,           0.0028965,             0.00043,             0.00043,             0.00043
                 292,            0.013166,            0.010821,           0.0017645,             0.96481,             0.96749,             0.98199,             0.83627,            0.013103,           0.0090528,           0.0029047,            0.000397,            0.000397,            0.000397
                 293,            0.013095,            0.010732,            0.002039,             0.96232,             0.96941,             0.98202,              0.8362,            0.013104,           0.0090689,           0.0029289,            0.000364,            0.000364,            0.000364
                 294,            0.013169,            0.010671,           0.0021181,             0.96256,             0.96761,             0.98184,             0.83693,            0.013119,           0.0090853,           0.0029717,            0.000331,            0.000331,            0.000331
                 295,            0.013215,            0.010788,           0.0020445,              0.9646,             0.96498,             0.98203,             0.83798,             0.01314,           0.0090939,           0.0030123,            0.000298,            0.000298,            0.000298
                 296,            0.012969,            0.010604,           0.0024429,             0.96454,             0.96525,             0.98206,             0.83725,            0.013148,           0.0091239,           0.0030511,            0.000265,            0.000265,            0.000265
                 297,            0.012775,            0.010573,           0.0018728,              0.9647,             0.96554,             0.98221,             0.83757,            0.013166,           0.0091547,           0.0030597,            0.000232,            0.000232,            0.000232
                 298,            0.012738,            0.010708,           0.0018728,             0.96503,             0.96522,             0.98225,             0.83964,            0.013178,            0.009173,           0.0030466,            0.000199,            0.000199,            0.000199
                 299,            0.012731,            0.010301,           0.0023858,             0.96545,             0.96496,             0.98233,             0.83822,            0.013169,           0.0091832,           0.0030322,            0.000166,            0.000166,            0.000166
